name,dataset,subnets,h_size,seed,acc,train_time,test_time
lenet-pae-elm,0,1,300,5444,0.9673,3.6855132579803467,3.2121663093566895
lenet-pae-elm,0,2,300,22,0.9774,4.2513227462768555,3.3007748126983643
lenet-pae-elm,0,2,300,432,0.9758,4.299276113510132,3.2977488040924072
lenet-pae-elm,0,2,300,63,0.9781,4.256169557571411,3.294619083404541
lenet-pae-elm,0,2,300,754,0.9777,4.263330698013306,3.2941176891326904
lenet-pae-elm,0,2,300,3456,0.979,4.264005422592163,3.289457082748413
lenet-pae-elm,0,2,300,5,0.9771,4.2545459270477295,3.2910561561584473
lenet-pae-elm,0,2,300,6677,0.9776,4.261549711227417,3.3273096084594727
lenet-pae-elm,0,2,300,876,0.9794,4.270540714263916,3.29408860206604
lenet-pae-elm,0,2,300,213,0.9754,4.2604734897613525,3.3000855445861816
lenet-pae-elm,0,2,300,5444,0.9793,4.25716495513916,3.2897651195526123
lenet-pae-elm,0,3,300,22,0.9807,4.845773935317993,3.449232578277588
lenet-pae-elm,0,3,300,432,0.9782,4.833448648452759,3.3764519691467285
lenet-pae-elm,0,3,300,63,0.9807,4.850586652755737,3.384411573410034
lenet-pae-elm,0,3,300,754,0.9792,4.849001884460449,3.4196062088012695
lenet-pae-elm,0,3,300,3456,0.9812,4.842461824417114,3.3771536350250244
lenet-pae-elm,0,3,300,5,0.9819,4.852461576461792,3.3848302364349365
lenet-pae-elm,0,3,300,6677,0.9767,4.839228868484497,3.3824965953826904
lenet-pae-elm,0,3,300,876,0.9818,4.860793828964233,3.3794302940368652
lenet-pae-elm,0,3,300,213,0.9806,4.8585498332977295,3.3870537281036377
lenet-pae-elm,0,3,300,5444,0.982,4.845498561859131,3.3809845447540283
lenet-pae-elm,0,5,300,22,0.9851,6.078513145446777,3.559729814529419
lenet-pae-elm,0,5,300,432,0.9808,6.0812342166900635,3.560494899749756
lenet-pae-elm,0,5,300,63,0.9814,6.089159965515137,3.5599594116210938
lenet-pae-elm,0,5,300,754,0.9834,6.104878187179565,3.550741672515869
lenet-pae-elm,0,5,300,3456,0.9813,6.090872287750244,3.5668582916259766
lenet-pae-elm,0,5,300,5,0.9803,6.1211700439453125,3.56364369392395
lenet-pae-elm,0,5,300,6677,0.9823,6.078836917877197,3.5537118911743164
lenet-pae-elm,0,5,300,876,0.9784,6.08495306968689,3.565331220626831
lenet-pae-elm,0,5,300,213,0.9827,6.220549583435059,3.557875633239746
lenet-pae-elm,0,5,300,5444,0.9821,6.120427131652832,3.6694910526275635
lenet-pae-elm,0,7,300,22,0.9838,7.546277761459351,3.773108959197998
lenet-pae-elm,0,7,300,432,0.984,7.5006492137908936,3.7470998764038086
lenet-pae-elm,0,7,300,63,0.983,7.385164976119995,3.7507662773132324
lenet-pae-elm,0,7,300,754,0.9828,7.376582622528076,3.748739242553711
lenet-pae-elm,0,7,300,3456,0.983,7.446425676345825,3.7387888431549072
lenet-pae-elm,0,7,300,5,0.9831,7.375595808029175,3.774735450744629
lenet-pae-elm,0,7,300,6677,0.9842,7.377658843994141,3.7476234436035156
lenet-pae-elm,0,7,300,876,0.9837,7.380545377731323,3.7434473037719727
lenet-pae-elm,0,7,300,213,0.9853,7.386711359024048,3.7462127208709717
lenet-pae-elm,0,7,300,5444,0.9832,7.3868138790130615,3.7433393001556396
lenet-pae-elm,0,9,300,22,0.9834,8.771027326583862,3.9473273754119873
lenet-pae-elm,0,9,300,432,0.9843,8.796979427337646,3.9394493103027344
lenet-pae-elm,0,9,300,63,0.9828,8.850073337554932,3.944509983062744
lenet-pae-elm,0,9,300,754,0.9812,8.785449028015137,3.9393439292907715
lenet-pae-elm,0,9,300,3456,0.985,8.770935297012329,3.93955397605896
lenet-pae-elm,0,9,300,5,0.9849,8.794986248016357,3.945054292678833
lenet-pae-elm,0,9,300,6677,0.9844,8.79487419128418,3.9542248249053955
lenet-pae-elm,0,9,300,876,0.9845,8.777173280715942,3.9409339427948
lenet-pae-elm,0,9,300,213,0.9856,8.771031141281128,3.938946008682251
lenet-pae-elm,0,9,300,5444,0.9814,8.810781955718994,3.936009645462036
lenet-pae-elm,0,1,900,22,0.9822,4.8138298988342285,3.3567049503326416
lenet-pae-elm,0,1,900,432,0.9803,4.743595123291016,3.368269920349121
lenet-pae-elm,0,1,900,63,0.9787,4.7398200035095215,3.43704891204834
lenet-pae-elm,0,1,900,754,0.9777,4.742044687271118,3.3638980388641357
lenet-pae-elm,0,1,900,3456,0.9801,4.7425217628479,3.3572747707366943
lenet-pae-elm,0,1,900,5,0.9777,4.744167327880859,3.3514652252197266
lenet-pae-elm,0,1,900,6677,0.9781,4.741304636001587,3.6905672550201416
lenet-pae-elm,0,1,900,876,0.9801,4.746165752410889,3.356339693069458
lenet-pae-elm,0,1,900,213,0.9771,4.744983673095703,3.423590898513794
lenet-pae-elm,0,1,900,5444,0.9753,4.741631269454956,3.3559765815734863
lenet-pae-elm,0,2,900,22,0.9822,6.595352649688721,3.624549150466919
lenet-pae-elm,0,2,900,432,0.9822,6.6618194580078125,3.6423768997192383
lenet-pae-elm,0,2,900,63,0.983,6.553102493286133,3.609598159790039
lenet-pae-elm,0,2,900,754,0.9828,6.552286863327026,3.607783079147339
lenet-pae-elm,0,2,900,3456,0.9814,6.616673231124878,3.6469807624816895
lenet-pae-elm,0,2,900,5,0.982,6.553230047225952,3.6087441444396973
lenet-pae-elm,0,2,900,6677,0.984,6.557560205459595,3.6009743213653564
lenet-pae-elm,0,2,900,876,0.9799,6.543326377868652,3.6042258739471436
lenet-pae-elm,0,2,900,213,0.9828,6.534375429153442,3.61326265335083
lenet-pae-elm,0,2,900,5444,0.9825,6.546609163284302,3.607089042663574
lenet-pae-elm,0,3,900,22,0.9846,8.563435792922974,3.8678689002990723
lenet-pae-elm,0,3,900,432,0.9831,8.525277853012085,3.8694841861724854
lenet-pae-elm,0,3,900,63,0.9833,8.52154541015625,3.882385730743408
lenet-pae-elm,0,3,900,754,0.9824,8.557254314422607,3.8845250606536865
lenet-pae-elm,0,3,900,3456,0.9822,8.5346200466156,3.8779969215393066
lenet-pae-elm,0,3,900,5,0.9856,8.563157081604004,3.8859968185424805
lenet-pae-elm,0,3,900,6677,0.9854,8.543433427810669,3.8861358165740967
lenet-pae-elm,0,3,900,876,0.9832,8.547539472579956,3.88431453704834
lenet-pae-elm,0,3,900,213,0.9841,8.554206609725952,3.8866353034973145
lenet-pae-elm,0,3,900,5444,0.9849,8.555094480514526,3.9576144218444824
lenet-pae-elm,0,5,900,22,0.9833,13.00162672996521,4.4212868213653564
lenet-pae-elm,0,5,900,432,0.9848,13.00558590888977,4.493152141571045
lenet-pae-elm,0,5,900,63,0.9862,12.98728895187378,4.429546594619751
lenet-pae-elm,0,5,900,754,0.9844,12.980943441390991,4.42265248298645
lenet-pae-elm,0,5,900,3456,0.9856,12.966290473937988,4.411828279495239
lenet-pae-elm,0,5,900,5,0.9856,12.959788799285889,4.413259506225586
lenet-pae-elm,0,5,900,6677,0.9834,13.02551555633545,4.411386013031006
lenet-pae-elm,0,5,900,876,0.9856,12.97074842453003,4.41109037399292
lenet-pae-elm,0,5,900,213,0.9851,13.004955530166626,4.425646543502808
lenet-pae-elm,0,5,900,5444,0.9839,13.013414144515991,4.427505254745483
lenet-pae-elm,0,7,900,22,0.985,18.323461294174194,4.988202095031738
lenet-pae-elm,0,7,900,432,0.9838,18.37375044822693,4.986713171005249
lenet-pae-elm,0,7,900,63,0.9838,18.34930682182312,4.990310430526733
lenet-pae-elm,0,7,900,754,0.9848,18.37217617034912,4.990722179412842
lenet-pae-elm,0,7,900,3456,0.9834,18.32612442970276,4.983371734619141
lenet-pae-elm,0,7,900,5,0.9836,18.347743272781372,4.98432731628418
lenet-pae-elm,0,7,900,6677,0.9831,18.33933663368225,4.967418909072876
lenet-pae-elm,0,7,900,876,0.985,18.353300094604492,4.990922689437866
lenet-pae-elm,0,7,900,213,0.9843,18.345035552978516,4.986586332321167
lenet-pae-elm,0,7,900,5444,0.9839,18.352405309677124,4.985367774963379
lenet-pae-elm,0,9,900,22,0.9854,24.65034055709839,5.569653749465942
lenet-pae-elm,0,9,900,432,0.9854,24.650858402252197,5.566406488418579
lenet-pae-elm,0,9,900,63,0.9846,24.684712409973145,5.606632709503174
lenet-pae-elm,0,9,900,754,0.9836,24.736755847930908,5.563994407653809
lenet-pae-elm,0,9,900,3456,0.9851,24.69994807243347,5.568822383880615
lenet-pae-elm,0,9,900,5,0.9859,24.64024567604065,5.567772388458252
lenet-pae-elm,0,9,900,6677,0.9836,24.646118640899658,5.637408971786499
lenet-pae-elm,0,9,900,876,0.9845,24.646616220474243,5.570209741592407
lenet-pae-elm,0,9,900,213,0.9838,24.654122591018677,5.573559999465942
lenet-pae-elm,0,9,900,5444,0.985,24.688480377197266,5.573415040969849
lenet-pae-elm,1,1,100,22,0.7227,3.218785047531128,2.9748542308807373
lenet-pae-elm,1,1,100,432,0.7,3.211839199066162,2.976839303970337
lenet-pae-elm,1,1,100,63,0.6701,3.348313570022583,3.17753529548645
lenet-pae-elm,1,1,100,754,0.634,3.4059956073760986,3.1652679443359375
lenet-pae-elm,1,1,100,3456,0.681,3.40391206741333,3.1711535453796387
lenet-pae-elm,1,1,100,5,0.6972,3.4016199111938477,3.1686322689056396
lenet-pae-elm,1,1,100,6677,0.6666,3.4013092517852783,3.165595054626465
lenet-pae-elm,1,1,100,876,0.6903,3.4026131629943848,3.1689510345458984
lenet-pae-elm,1,1,100,213,0.6956,3.3994314670562744,3.1709017753601074
lenet-pae-elm,1,1,100,5444,0.6968,3.4504542350769043,3.1672072410583496
lenet-pae-elm,1,2,100,22,0.7107,3.6668851375579834,3.2048451900482178
lenet-pae-elm,1,2,100,432,0.7482,3.7038135528564453,3.199866771697998
lenet-pae-elm,1,2,100,63,0.7148,3.665332317352295,3.19681978225708
lenet-pae-elm,1,2,100,754,0.7147,3.7290239334106445,3.201643228530884
lenet-pae-elm,1,2,100,3456,0.7019,3.6654763221740723,3.193082332611084
lenet-pae-elm,1,2,100,5,0.746,3.66170334815979,3.2003931999206543
lenet-pae-elm,1,2,100,6677,0.7117,3.6578783988952637,3.225022554397583
lenet-pae-elm,1,2,100,876,0.7388,3.718594789505005,3.198692798614502
lenet-pae-elm,1,2,100,213,0.737,4.433383226394653,4.414221286773682
lenet-pae-elm,1,2,100,5444,0.7319,3.8831796646118164,3.211979389190674
lenet-pae-elm,1,3,100,22,0.728,4.003122806549072,3.2287583351135254
lenet-pae-elm,1,3,100,432,0.7313,3.9274399280548096,3.2353782653808594
lenet-pae-elm,1,3,100,63,0.7512,3.931668996810913,3.2597298622131348
lenet-pae-elm,1,3,100,754,0.7671,3.940161943435669,3.2317051887512207
lenet-pae-elm,1,3,100,3456,0.7249,3.9246160984039307,3.2340025901794434
lenet-pae-elm,1,3,100,5,0.7422,3.9289207458496094,3.226428270339966
lenet-pae-elm,1,3,100,6677,0.7358,3.929468870162964,3.231341600418091
lenet-pae-elm,1,3,100,876,0.735,3.9255776405334473,3.2281064987182617
lenet-pae-elm,1,3,100,213,0.7222,3.946650743484497,3.2291548252105713
lenet-pae-elm,1,3,100,5444,0.7288,3.9245779514312744,3.227140188217163
lenet-pae-elm,1,5,100,22,0.7716,4.466860055923462,3.296598196029663
lenet-pae-elm,1,5,100,432,0.7294,4.500382661819458,3.2907233238220215
lenet-pae-elm,1,5,100,63,0.7504,4.463325023651123,3.2950310707092285
lenet-pae-elm,1,5,100,754,0.7132,4.460436820983887,3.293426275253296
lenet-pae-elm,1,5,100,3456,0.7387,4.457350730895996,3.2925655841827393
lenet-pae-elm,1,5,100,5,0.7413,4.458416700363159,3.2928707599639893
lenet-pae-elm,1,5,100,6677,0.7344,4.4556190967559814,3.296898365020752
lenet-pae-elm,1,5,100,876,0.7482,4.521049976348877,3.3330729007720947
lenet-pae-elm,1,5,100,213,0.748,4.509812355041504,3.2933058738708496
lenet-pae-elm,1,5,100,5444,0.7452,4.456781625747681,3.2924435138702393
lenet-pae-elm,1,7,100,22,0.7257,4.998060464859009,3.3624775409698486
lenet-pae-elm,1,7,100,432,0.7133,5.009449005126953,3.355342388153076
lenet-pae-elm,1,7,100,63,0.7303,4.99874210357666,3.355217933654785
lenet-pae-elm,1,7,100,754,0.7662,5.002905607223511,3.3558871746063232
lenet-pae-elm,1,7,100,3456,0.7525,5.003849744796753,3.358502149581909
lenet-pae-elm,1,7,100,5,0.7533,5.028647184371948,3.364900827407837
lenet-pae-elm,1,7,100,6677,0.702,5.005146741867065,3.3628315925598145
lenet-pae-elm,1,7,100,876,0.7424,5.07247257232666,3.355485200881958
lenet-pae-elm,1,7,100,213,0.736,4.995779275894165,3.360057830810547
lenet-pae-elm,1,7,100,5444,0.7576,4.999547958374023,3.361049175262451
lenet-pae-elm,1,9,100,22,0.7464,5.62685489654541,3.4293081760406494
lenet-pae-elm,1,9,100,432,0.7471,5.549990177154541,3.4490561485290527
lenet-pae-elm,1,9,100,63,0.7402,5.953580856323242,4.66685938835144
lenet-pae-elm,1,9,100,754,0.7589,5.9870312213897705,3.428515911102295
lenet-pae-elm,1,9,100,3456,0.738,5.5745344161987305,3.4409759044647217
lenet-pae-elm,1,9,100,5,0.7464,5.639363765716553,3.4443228244781494
lenet-pae-elm,1,9,100,6677,0.7608,5.562037944793701,3.4327521324157715
lenet-pae-elm,1,9,100,876,0.7721,5.545332431793213,3.4293434619903564
lenet-pae-elm,1,9,100,213,0.7556,5.555475473403931,3.4272079467773438
lenet-pae-elm,1,9,100,5444,0.7424,5.5487871170043945,3.4239258766174316
lenet-pae-elm,1,1,300,22,0.7356,3.732370376586914,3.2235915660858154
lenet-pae-elm,1,1,300,432,0.7462,3.724491596221924,3.2257227897644043
lenet-pae-elm,1,1,300,63,0.7554,3.6937339305877686,3.216080904006958
lenet-pae-elm,1,1,300,754,0.7569,3.694643259048462,3.221097707748413
lenet-pae-elm,1,1,300,3456,0.6959,3.6932694911956787,3.224656343460083
lenet-pae-elm,1,1,300,5,0.7643,3.6947150230407715,3.2209465503692627
lenet-pae-elm,1,1,300,6677,0.7391,3.6874780654907227,3.2284393310546875
lenet-pae-elm,1,1,300,876,0.7401,3.694359540939331,3.2167553901672363
lenet-pae-elm,1,1,300,213,0.7555,3.694641351699829,3.225090503692627
lenet-pae-elm,1,1,300,5444,0.7682,3.690600633621216,3.2188339233398438
lenet-pae-elm,1,2,300,22,0.7585,4.258987188339233,3.3019909858703613
lenet-pae-elm,1,2,300,432,0.7505,4.261521100997925,3.299070358276367
lenet-pae-elm,1,2,300,63,0.7582,4.257081508636475,3.313169002532959
lenet-pae-elm,1,2,300,754,0.752,4.264082193374634,3.303544759750366
lenet-pae-elm,1,2,300,3456,0.7439,4.260203123092651,3.309764862060547
lenet-pae-elm,1,2,300,5,0.759,4.27212929725647,3.3050308227539062
lenet-pae-elm,1,2,300,6677,0.7637,4.282367467880249,3.301657199859619
lenet-pae-elm,1,2,300,876,0.7699,4.262909650802612,3.301382064819336
lenet-pae-elm,1,2,300,213,0.7753,4.263829946517944,3.307209014892578
lenet-pae-elm,1,2,300,5444,0.7463,4.261160135269165,3.3046677112579346
lenet-pae-elm,1,3,300,22,0.8127,4.874747037887573,3.393130302429199
lenet-pae-elm,1,3,300,432,0.7423,4.8450868129730225,3.391907215118408
lenet-pae-elm,1,3,300,63,0.7683,4.857056379318237,3.391930103302002
lenet-pae-elm,1,3,300,754,0.7531,4.841209173202515,3.3880455493927
lenet-pae-elm,1,3,300,3456,0.711,4.8531975746154785,3.3920412063598633
lenet-pae-elm,1,3,300,5,0.7722,4.863158702850342,3.3867571353912354
lenet-pae-elm,1,3,300,6677,0.7507,4.845762252807617,3.39278507232666
lenet-pae-elm,1,3,300,876,0.7886,4.845288276672363,3.3973071575164795
lenet-pae-elm,1,3,300,213,0.7614,4.847886323928833,3.3867886066436768
lenet-pae-elm,1,3,300,5444,0.7432,4.850461721420288,3.3941094875335693
lenet-pae-elm,1,5,300,22,0.7538,6.077151775360107,3.677766799926758
lenet-pae-elm,1,5,300,432,0.7449,6.103623867034912,3.5628530979156494
lenet-pae-elm,1,5,300,63,0.7579,6.09856390953064,3.5682151317596436
lenet-pae-elm,1,5,300,754,0.7382,6.151254653930664,3.569904327392578
lenet-pae-elm,1,5,300,3456,0.7609,6.089686155319214,3.5686254501342773
lenet-pae-elm,1,5,300,5,0.7445,6.067155599594116,3.571192741394043
lenet-pae-elm,1,5,300,6677,0.7545,6.074522495269775,3.572643756866455
lenet-pae-elm,1,5,300,876,0.7503,6.079196929931641,3.570577383041382
lenet-pae-elm,1,5,300,213,0.7152,6.082136631011963,3.5628225803375244
lenet-pae-elm,1,5,300,5444,0.7325,6.14452600479126,3.5685176849365234
lenet-pae-elm,1,7,300,22,0.771,7.452121019363403,3.7536120414733887
lenet-pae-elm,1,7,300,432,0.7458,7.382282972335815,3.7613706588745117
lenet-pae-elm,1,7,300,63,0.7491,7.389238357543945,3.744882106781006
lenet-pae-elm,1,7,300,754,0.7482,7.378939867019653,3.748297929763794
lenet-pae-elm,1,7,300,3456,0.783,7.379845380783081,3.7556824684143066
lenet-pae-elm,1,7,300,5,0.724,7.372620582580566,3.753932476043701
lenet-pae-elm,1,7,300,6677,0.7158,7.377588748931885,3.7443549633026123
lenet-pae-elm,1,7,300,876,0.7524,7.383113861083984,3.7489359378814697
lenet-pae-elm,1,7,300,213,0.7576,7.377074480056763,3.7470662593841553
lenet-pae-elm,1,7,300,5444,0.7324,7.374570369720459,3.7522757053375244
lenet-pae-elm,1,9,300,22,0.7903,8.77396035194397,3.953356981277466
lenet-pae-elm,1,9,300,432,0.7447,8.77023959159851,3.948354721069336
lenet-pae-elm,1,9,300,63,0.7315,8.781156778335571,3.9481024742126465
lenet-pae-elm,1,9,300,754,0.7643,8.76417851448059,3.945880889892578
lenet-pae-elm,1,9,300,3456,0.7806,8.76897382736206,3.9483985900878906
lenet-pae-elm,1,9,300,5,0.7662,8.764466047286987,4.023449182510376
lenet-pae-elm,1,9,300,6677,0.7695,8.773091554641724,3.9473278522491455
lenet-pae-elm,1,9,300,876,0.7564,8.76986813545227,3.9465086460113525
lenet-pae-elm,1,9,300,213,0.7559,8.776432037353516,3.9709954261779785
lenet-pae-elm,1,9,300,5444,0.7727,8.763752222061157,3.9552555084228516
lenet-pae-elm,1,1,900,22,0.7464,4.767686605453491,3.3833608627319336
lenet-pae-elm,1,1,900,432,0.7298,4.754656076431274,3.3713488578796387
lenet-pae-elm,1,1,900,63,0.7595,4.758783578872681,3.3844337463378906
lenet-pae-elm,1,1,900,754,0.7421,4.755020618438721,3.4196128845214844
lenet-pae-elm,1,1,900,3456,0.7169,4.75750207901001,3.372307300567627
lenet-pae-elm,1,1,900,5,0.7348,4.757616281509399,3.3774523735046387
lenet-pae-elm,1,1,900,6677,0.7663,4.757387399673462,3.377009153366089
lenet-pae-elm,1,1,900,876,0.7542,4.750288009643555,3.377528667449951
lenet-pae-elm,1,1,900,213,0.7695,4.831249952316284,3.3753292560577393
lenet-pae-elm,1,1,900,5444,0.7372,4.823599338531494,3.377413034439087
lenet-pae-elm,1,2,900,22,0.7776,6.565911769866943,3.6302835941314697
lenet-pae-elm,1,2,900,432,0.7695,6.560992956161499,3.6337530612945557
lenet-pae-elm,1,2,900,63,0.7779,6.565927028656006,3.6325323581695557
lenet-pae-elm,1,2,900,754,0.7308,6.560826778411865,3.627119779586792
lenet-pae-elm,1,2,900,3456,0.7517,6.575207471847534,3.627943992614746
lenet-pae-elm,1,2,900,5,0.7682,6.5665435791015625,3.6374144554138184
lenet-pae-elm,1,2,900,6677,0.7332,6.565938472747803,3.6309640407562256
lenet-pae-elm,1,2,900,876,0.7782,6.56043004989624,3.6264572143554688
lenet-pae-elm,1,2,900,213,0.7823,6.562911033630371,3.630704879760742
lenet-pae-elm,1,2,900,5444,0.7377,6.866479158401489,3.6331636905670166
lenet-pae-elm,1,3,900,22,0.7759,8.529747247695923,3.8877689838409424
lenet-pae-elm,1,3,900,432,0.773,8.52706003189087,3.8997092247009277
lenet-pae-elm,1,3,900,63,0.7701,8.548144102096558,3.897066354751587
lenet-pae-elm,1,3,900,754,0.7284,8.589050769805908,3.8998806476593018
lenet-pae-elm,1,3,900,3456,0.7506,8.542424440383911,3.905524730682373
lenet-pae-elm,1,3,900,5,0.7726,8.553577661514282,3.897653579711914
lenet-pae-elm,1,3,900,6677,0.7821,8.551218032836914,3.900745153427124
lenet-pae-elm,1,3,900,876,0.7755,8.58580207824707,3.904421329498291
lenet-pae-elm,1,3,900,213,0.768,8.5508291721344,3.895480155944824
lenet-pae-elm,1,3,900,5444,0.7576,8.552250385284424,3.9007506370544434
lenet-pae-elm,1,5,900,22,0.7289,12.986356735229492,4.438381671905518
lenet-pae-elm,1,5,900,432,0.7707,12.994203329086304,4.437947511672974
lenet-pae-elm,1,5,900,63,0.7289,12.979610204696655,4.438772916793823
lenet-pae-elm,1,5,900,754,0.7458,13.036831140518188,4.434528112411499
lenet-pae-elm,1,5,900,3456,0.7403,12.98292875289917,4.441601991653442
lenet-pae-elm,1,5,900,5,0.7307,12.965859651565552,4.439144849777222
lenet-pae-elm,1,5,900,6677,0.7141,13.006545543670654,4.439159154891968
lenet-pae-elm,1,5,900,876,0.7334,13.000130891799927,4.456708669662476
lenet-pae-elm,1,5,900,213,0.73,12.986116647720337,4.444342136383057
lenet-pae-elm,1,5,900,5444,0.7488,12.991472482681274,4.451216459274292
lenet-pae-elm,1,7,900,22,0.7566,18.769004344940186,5.061089754104614
lenet-pae-elm,1,7,900,432,0.7479,18.676344871520996,5.401731014251709
lenet-pae-elm,1,7,900,63,0.736,18.841514825820923,5.022160530090332
lenet-pae-elm,1,7,900,754,0.7372,18.348609447479248,5.024608373641968
lenet-pae-elm,1,7,900,3456,0.7126,18.91465735435486,5.193535804748535
lenet-pae-elm,1,7,900,5,0.7179,18.46228313446045,5.011457920074463
lenet-pae-elm,1,7,900,6677,0.7235,18.34769558906555,5.027690172195435
lenet-pae-elm,1,7,900,876,0.7318,18.364782333374023,5.012602090835571
lenet-pae-elm,1,7,900,213,0.7198,18.37774109840393,5.190933465957642
